Year,Region,Station,Replicate,lat,lon,depth,substrate,Season,OLIG,TCHI,SPHA,DPOL,DBUG,DIPO,AMPH,OTHE,02O,Magnesium,MagnesiumOxide,AluminumOxide,SiliconDioxide,Quartz,PhosphorusPentoxide,Sulphur,DDT_TOTAL,P.P.TDE,P.P.DDE,P.P.DDE.1,HeptachlorEpoxide,Potassium,PotassiumOxide,Calcium,CalciumOxide,TitaniumDioxide,Chromium,Manganese,ManganeseOxide,XTR.Iron,Iron,IronOxide,Cobalt,Nickel,Copper,Zinc,Selenium,Strontium,Beryllium,Silver,Cadmium,Tin,TotalCarbon,OrganicCarbon,Carbon.Nitrogen_Ratio,TotalNitrogen,Mercury,Lead,Uranium,Va0dium,Arsenic,Chloride,Fluoride,Sand,Silt,Clay,Mean_grainsize
2007,Saginaw Bay,13,3,43.9595,-83.48866667,3,"sand, gravel ",2,16.81,1.74,0,0,0,0,0,0,0.7,6115.3,0.5,3.5,90,89.9,0,0,1.1,0,0.6,5.4,0.1,2453.1,1.4,1895.2,0.7,0.2,16,2090.3,0,0.9,23763.8,0.4,1.7,9.9,7,9.9,10.1,15.6,0.1,0.1,0.3,5.1,0.2,0.1,7.2,0,128.1,11.8,0.4,26.4,0.3,23.3,402.6,91.5,2,6.4,2.2
2007,Saginaw Bay,13,3,43.9595,-83.48866667,3,"sand, gravel ",1,18.82,0,0,419.14,2.02,0,5.21,0,0.7,6115.3,0.5,3.5,90,89.9,0,0,1.1,0,0.6,5.4,0.1,2453.1,1.4,1895.2,0.7,0.2,16,2090.3,0,0.9,23763.8,0.4,1.7,9.9,7,9.9,10.1,15.6,0.1,0.1,0.3,5.1,0.2,0.1,7.2,0,128.1,11.8,0.4,26.4,0.3,23.3,402.6,91.5,2,6.4,2.2
2007,Saginaw Bay,14,1,43.73833333,-83.64083333,3.6,"sand, gravel ",3,63.34,3.47,0,480.22,1215.29,0,71.67,0,1.3,6280.4,1.8,7.6,76,70,0.1,0,1.1,0.2,0.9,5.2,0.1,2542.2,2.5,2017.9,1.4,0.4,69.9,2010.9,0.2,3.4,24485.9,2.9,12.2,51,29.3,68,10.7,60.2,0.5,0.2,1.3,5.6,0.4,1.1,8.2,0.1,155.4,41.3,0.4,39.9,1.1,23.4,403.4,51.2,14.5,34,4.6
2007,Saginaw Bay,14,1,43.73833333,-83.64083333,3.6,"sand, gravel ",1,171.45,3.84,0,994.95,1669.26,0,20.48,505.51,1.3,6280.4,1.8,7.6,76,70,0.1,0,1.1,0.2,0.9,5.2,0.1,2542.2,2.5,2017.9,1.4,0.4,69.9,2010.9,0.2,3.4,24485.9,2.9,12.2,51,29.3,68,10.7,60.2,0.5,0.2,1.3,5.6,0.4,1.1,8.2,0.1,155.4,41.3,0.4,39.9,1.1,23.4,403.4,51.2,14.5,34,4.6
2007,Saginaw Bay,14,1,43.73833333,-83.64083333,3.6,"sand, gravel ",2,194.67,34.31,0,2948.97,7423.41,0,696.41,0,1.3,6280.4,1.8,7.6,76,70,0.1,0,1.1,0.2,0.9,5.2,0.1,2542.2,2.5,2017.9,1.4,0.4,69.9,2010.9,0.2,3.4,24485.9,2.9,12.2,51,29.3,68,10.7,60.2,0.5,0.2,1.3,5.6,0.4,1.1,8.2,0.1,155.4,41.3,0.4,39.9,1.1,23.4,403.4,51.2,14.5,34,4.6
2007,Saginaw Bay,14,2,43.73833333,-83.64083333,3.6,"sand, gravel ",3,33.16,2.31,0,2406.93,6684.83,0,102.39,0,1.3,6280.4,1.8,7.6,76,70,0.1,0,1.1,0.2,0.9,5.2,0.1,2542.2,2.5,2017.9,1.4,0.4,69.9,2010.9,0.2,3.4,24485.9,2.9,12.2,51,29.3,68,10.7,60.2,0.5,0.2,1.3,5.6,0.4,1.1,8.2,0.1,155.4,41.3,0.4,39.9,1.1,23.4,403.4,51.2,14.5,34,4.6
2007,Saginaw Bay,14,2,43.73833333,-83.64083333,3.6,"sand, gravel ",1,145.55,54.56,0,4740.84,5603.28,0,10.24,606.61,1.3,6280.4,1.8,7.6,76,70,0.1,0,1.1,0.2,0.9,5.2,0.1,2542.2,2.5,2017.9,1.4,0.4,69.9,2010.9,0.2,3.4,24485.9,2.9,12.2,51,29.3,68,10.7,60.2,0.5,0.2,1.3,5.6,0.4,1.1,8.2,0.1,155.4,41.3,0.4,39.9,1.1,23.4,403.4,51.2,14.5,34,4.6
2007,Saginaw Bay,14,2,43.73833333,-83.64083333,3.6,"sand, gravel ",2,203.58,44.72,0,3261.08,5989.13,0,767.91,0,1.3,6280.4,1.8,7.6,76,70,0.1,0,1.1,0.2,0.9,5.2,0.1,2542.2,2.5,2017.9,1.4,0.4,69.9,2010.9,0.2,3.4,24485.9,2.9,12.2,51,29.3,68,10.7,60.2,0.5,0.2,1.3,5.6,0.4,1.1,8.2,0.1,155.4,41.3,0.4,39.9,1.1,23.4,403.4,51.2,14.5,34,4.6
2007,Saginaw Bay,14,3,43.73833333,-83.64083333,3.6,"sand, gravel ",1,223.23,0,0,1663.41,2319.8,0,10.24,707.72,1.3,6280.4,1.8,7.6,76,70,0.1,0,1.1,0.2,0.9,5.2,0.1,2542.2,2.5,2017.9,1.4,0.4,69.9,2010.9,0.2,3.4,24485.9,2.9,12.2,51,29.3,68,10.7,60.2,0.5,0.2,1.3,5.6,0.4,1.1,8.2,0.1,155.4,41.3,0.4,39.9,1.1,23.4,403.4,51.2,14.5,34,4.6
2007,Saginaw Bay,14,3,43.73833333,-83.64083333,3.6,"sand, gravel ",2,0,26.22,0,1551.48,3499.5,0,184.3,0,1.3,6280.4,1.8,7.6,76,70,0.1,0,1.1,0.2,0.9,5.2,0.1,2542.2,2.5,2017.9,1.4,0.4,69.9,2010.9,0.2,3.4,24485.9,2.9,12.2,51,29.3,68,10.7,60.2,0.5,0.2,1.3,5.6,0.4,1.1,8.2,0.1,155.4,41.3,0.4,39.9,1.1,23.4,403.4,51.2,14.5,34,4.6
2007,Saginaw Bay,16,1,43.847,-83.5625,3,"sand, gravel ",3,18.57,0,0,0,0,0,20.48,0,1.1,6190.5,1.4,6.3,80.3,75.9,0.1,0,1.1,0.1,0.7,5.3,0.1,2496.4,2.1,1933.3,1.2,0.3,51,2068.1,0.2,2.6,24094.6,2.1,9.2,38.4,22.3,50.6,10.5,46.7,0.4,0.2,1.1,5.4,0.4,0.8,7,0.1,149.1,33.5,0.4,30.3,0.8,23.3,403.4,63.6,10.6,25.5,3.8
2007,Saginaw Bay,16,1,43.847,-83.5625,3,"sand, gravel ",1,154.64,14.86,0,274.39,906.13,0,0,202.2,1.1,6190.5,1.4,6.3,80.3,75.9,0.1,0,1.1,0.1,0.7,5.3,0.1,2496.4,2.1,1933.3,1.2,0.3,51,2068.1,0.2,2.6,24094.6,2.1,9.2,38.4,22.3,50.6,10.5,46.7,0.4,0.2,1.1,5.4,0.4,0.8,7,0.1,149.1,33.5,0.4,30.3,0.8,23.3,403.4,63.6,10.6,25.5,3.8
2007,Saginaw Bay,16,1,43.847,-83.5625,3,"sand, gravel ",2,156.85,0,0,0,0,0,0,0,1.1,6190.5,1.4,6.3,80.3,75.9,0.1,0,1.1,0.1,0.7,5.3,0.1,2496.4,2.1,1933.3,1.2,0.3,51,2068.1,0.2,2.6,24094.6,2.1,9.2,38.4,22.3,50.6,10.5,46.7,0.4,0.2,1.1,5.4,0.4,0.8,7,0.1,149.1,33.5,0.4,30.3,0.8,23.3,403.4,63.6,10.6,25.5,3.8
2007,Saginaw Bay,16,2,43.847,-83.5625,3,"sand, gravel ",3,48.15,0,0,0,0,0,0,0,1.1,6190.5,1.4,6.3,80.3,75.9,0.1,0,1.1,0.1,0.7,5.3,0.1,2496.4,2.1,1933.3,1.2,0.3,51,2068.1,0.2,2.6,24094.6,2.1,9.2,38.4,22.3,50.6,10.5,46.7,0.4,0.2,1.1,5.4,0.4,0.8,7,0.1,149.1,33.5,0.4,30.3,0.8,23.3,403.4,63.6,10.6,25.5,3.8
2007,Saginaw Bay,16,2,43.847,-83.5625,3,"sand, gravel ",1,76.72,5.59,0,0,46.71,0,0,0,1.1,6190.5,1.4,6.3,80.3,75.9,0.1,0,1.1,0.1,0.7,5.3,0.1,2496.4,2.1,1933.3,1.2,0.3,51,2068.1,0.2,2.6,24094.6,2.1,9.2,38.4,22.3,50.6,10.5,46.7,0.4,0.2,1.1,5.4,0.4,0.8,7,0.1,149.1,33.5,0.4,30.3,0.8,23.3,403.4,63.6,10.6,25.5,3.8
2007,Saginaw Bay,16,2,43.847,-83.5625,3,"sand, gravel ",2,222.06,27.76,0,0,0,0,10.24,0,1.1,6190.5,1.4,6.3,80.3,75.9,0.1,0,1.1,0.1,0.7,5.3,0.1,2496.4,2.1,1933.3,1.2,0.3,51,2068.1,0.2,2.6,24094.6,2.1,9.2,38.4,22.3,50.6,10.5,46.7,0.4,0.2,1.1,5.4,0.4,0.8,7,0.1,149.1,33.5,0.4,30.3,0.8,23.3,403.4,63.6,10.6,25.5,3.8
2007,Saginaw Bay,16,3,43.847,-83.5625,3,"sand, gravel ",3,32.23,0,1.71,0,0,0,0,0,1.1,6190.5,1.4,6.3,80.3,75.9,0.1,0,1.1,0.1,0.7,5.3,0.1,2496.4,2.1,1933.3,1.2,0.3,51,2068.1,0.2,2.6,24094.6,2.1,9.2,38.4,22.3,50.6,10.5,46.7,0.4,0.2,1.1,5.4,0.4,0.8,7,0.1,149.1,33.5,0.4,30.3,0.8,23.3,403.4,63.6,10.6,25.5,3.8
2007,Saginaw Bay,16,3,43.847,-83.5625,3,"sand, gravel ",2,88.35,0.19,0,0,0,0,0,0,1.1,6190.5,1.4,6.3,80.3,75.9,0.1,0,1.1,0.1,0.7,5.3,0.1,2496.4,2.1,1933.3,1.2,0.3,51,2068.1,0.2,2.6,24094.6,2.1,9.2,38.4,22.3,50.6,10.5,46.7,0.4,0.2,1.1,5.4,0.4,0.8,7,0.1,149.1,33.5,0.4,30.3,0.8,23.3,403.4,63.6,10.6,25.5,3.8
2007,Saginaw Bay,16,3,43.847,-83.5625,3,"sand, gravel ",1,347.73,0,0,0,4.05,0,0,101.1,1.1,6190.5,1.4,6.3,80.3,75.9,0.1,0,1.1,0.1,0.7,5.3,0.1,2496.4,2.1,1933.3,1.2,0.3,51,2068.1,0.2,2.6,24094.6,2.1,9.2,38.4,22.3,50.6,10.5,46.7,0.4,0.2,1.1,5.4,0.4,0.8,7,0.1,149.1,33.5,0.4,30.3,0.8,23.3,403.4,63.6,10.6,25.5,3.8
2007,Saginaw Bay,20,1,44.12616667,-83.5,16,silty sand ,1,208.18,85.59,0,0,0,0,0,0,0.6,6082.7,0.5,2.9,91,90.6,0,0,1.1,0,0.4,5.4,0.1,2448.6,1.2,1787.5,0.8,0.2,11.2,2103.7,0,0.7,23680.3,0.2,1.4,6.8,5.2,7.4,10,13,0,0.1,0.4,5,0.4,0.1,5.2,0,129.6,12.6,0.3,19.4,0.2,23.2,401.8,94,1.2,4.7,1.8
2007,Saginaw Bay,20,1,44.12616667,-83.5,16,silty sand ,3,261.64,158.66,1.71,0,2.02,0,0,14.53,0.6,6082.7,0.5,2.9,91,90.6,0,0,1.1,0,0.4,5.4,0.1,2448.6,1.2,1787.5,0.8,0.2,11.2,2103.7,0,0.7,23680.3,0.2,1.4,6.8,5.2,7.4,10,13,0,0.1,0.4,5,0.4,0.1,5.2,0,129.6,12.6,0.3,19.4,0.2,23.2,401.8,94,1.2,4.7,1.8
2007,Saginaw Bay,20,1,44.12616667,-83.5,16,silty sand ,2,293.91,835.12,0,0,96.32,0,0,29.07,0.6,6082.7,0.5,2.9,91,90.6,0,0,1.1,0,0.4,5.4,0.1,2448.6,1.2,1787.5,0.8,0.2,11.2,2103.7,0,0.7,23680.3,0.2,1.4,6.8,5.2,7.4,10,13,0,0.1,0.4,5,0.4,0.1,5.2,0,129.6,12.6,0.3,19.4,0.2,23.2,401.8,94,1.2,4.7,1.8
2007,Saginaw Bay,20,2,44.12616667,-83.5,16,silty sand ,1,139.13,51.28,0,0,0,0,0,0,0.6,6082.7,0.5,2.9,91,90.6,0,0,1.1,0,0.4,5.4,0.1,2448.6,1.2,1787.5,0.8,0.2,11.2,2103.7,0,0.7,23680.3,0.2,1.4,6.8,5.2,7.4,10,13,0,0.1,0.4,5,0.4,0.1,5.2,0,129.6,12.6,0.3,19.4,0.2,23.2,401.8,94,1.2,4.7,1.8
2007,Saginaw Bay,20,2,44.12616667,-83.5,16,silty sand ,2,153.25,246.18,0,0,65.49,0,0,0,0.6,6082.7,0.5,2.9,91,90.6,0,0,1.1,0,0.4,5.4,0.1,2448.6,1.2,1787.5,0.8,0.2,11.2,2103.7,0,0.7,23680.3,0.2,1.4,6.8,5.2,7.4,10,13,0,0.1,0.4,5,0.4,0.1,5.2,0,129.6,12.6,0.3,19.4,0.2,23.2,401.8,94,1.2,4.7,1.8
2007,Saginaw Bay,20,2,44.12616667,-83.5,16,silty sand ,3,211.12,31.62,0,0,9.12,0,0,0,0.6,6082.7,0.5,2.9,91,90.6,0,0,1.1,0,0.4,5.4,0.1,2448.6,1.2,1787.5,0.8,0.2,11.2,2103.7,0,0.7,23680.3,0.2,1.4,6.8,5.2,7.4,10,13,0,0.1,0.4,5,0.4,0.1,5.2,0,129.6,12.6,0.3,19.4,0.2,23.2,401.8,94,1.2,4.7,1.8
2007,Saginaw Bay,20,3,44.12616667,-83.5,16,silty sand ,1,99.54,323.1,0,0,8.09,0,0,0,0.6,6082.7,0.5,2.9,91,90.6,0,0,1.1,0,0.4,5.4,0.1,2448.6,1.2,1787.5,0.8,0.2,11.2,2103.7,0,0.7,23680.3,0.2,1.4,6.8,5.2,7.4,10,13,0,0.1,0.4,5,0.4,0.1,5.2,0,129.6,12.6,0.3,19.4,0.2,23.2,401.8,94,1.2,4.7,1.8
2007,Saginaw Bay,20,3,44.12616667,-83.5,16,silty sand ,3,236.34,168.68,0,0,0,0,0,0,0.6,6082.7,0.5,2.9,91,90.6,0,0,1.1,0,0.4,5.4,0.1,2448.6,1.2,1787.5,0.8,0.2,11.2,2103.7,0,0.7,23680.3,0.2,1.4,6.8,5.2,7.4,10,13,0,0.1,0.4,5,0.4,0.1,5.2,0,129.6,12.6,0.3,19.4,0.2,23.2,401.8,94,1.2,4.7,1.8
2007,Saginaw Bay,20,3,44.12616667,-83.5,16,silty sand ,2,364.9,256.2,0,0,72.59,0,0,0,0.6,6082.7,0.5,2.9,91,90.6,0,0,1.1,0,0.4,5.4,0.1,2448.6,1.2,1787.5,0.8,0.2,11.2,2103.7,0,0.7,23680.3,0.2,1.4,6.8,5.2,7.4,10,13,0,0.1,0.4,5,0.4,0.1,5.2,0,129.6,12.6,0.3,19.4,0.2,23.2,401.8,94,1.2,4.7,1.8
2007,Saginaw Bay,23,1,44.22083333,-83.2625,28,"sand, some silt ",2,357.16,6.17,3.43,5.24,0,0,0,0,0.6,6067.2,0.5,2.5,91.5,92.6,0,0,1.2,0,0.2,6,0,2411.5,1.8,2077.6,0.6,0.1,9.7,2079.9,0,0.6,24206.7,0.2,1.8,9,5.5,12.8,10,13.4,0,0.1,0.9,5,0.3,0.1,8.5,0,293.8,20.6,0.2,10.7,0.2,23.5,403.5,93.7,1.4,4.8,2.1
2007,Saginaw Bay,23,1,44.22083333,-83.2625,28,"sand, some silt ",3,410.91,5.78,18.85,0,145.12,0,0,202.2,0.6,6067.2,0.5,2.5,91.5,92.6,0,0,1.2,0,0.2,6,0,2411.5,1.8,2077.6,0.6,0.1,9.7,2079.9,0,0.6,24206.7,0.2,1.8,9,5.5,12.8,10,13.4,0,0.1,0.9,5,0.3,0.1,8.5,0,293.8,20.6,0.2,10.7,0.2,23.5,403.5,93.7,1.4,4.8,2.1
2007,Saginaw Bay,23,1,44.22083333,-83.2625,28,"sand, some silt ",1,438.95,50.7,49.69,0,4.05,0,0,0,0.6,6067.2,0.5,2.5,91.5,92.6,0,0,1.2,0,0.2,6,0,2411.5,1.8,2077.6,0.6,0.1,9.7,2079.9,0,0.6,24206.7,0.2,1.8,9,5.5,12.8,10,13.4,0,0.1,0.9,5,0.3,0.1,8.5,0,293.8,20.6,0.2,10.7,0.2,23.5,403.5,93.7,1.4,4.8,2.1
2007,Saginaw Bay,23,2,44.22083333,-83.2625,28,"sand, some silt ",2,353.22,18.12,5.14,0,6.07,0,0,0,0.6,6067.2,0.5,2.5,91.5,92.6,0,0,1.2,0,0.2,6,0,2411.5,1.8,2077.6,0.6,0.1,9.7,2079.9,0,0.6,24206.7,0.2,1.8,9,5.5,12.8,10,13.4,0,0.1,0.9,5,0.3,0.1,8.5,0,293.8,20.6,0.2,10.7,0.2,23.5,403.5,93.7,1.4,4.8,2.1
2007,Saginaw Bay,23,2,44.22083333,-83.2625,28,"sand, some silt ",3,394.07,0.39,27.42,0,57.62,0,0,0,0.6,6067.2,0.5,2.5,91.5,92.6,0,0,1.2,0,0.2,6,0,2411.5,1.8,2077.6,0.6,0.1,9.7,2079.9,0,0.6,24206.7,0.2,1.8,9,5.5,12.8,10,13.4,0,0.1,0.9,5,0.3,0.1,8.5,0,293.8,20.6,0.2,10.7,0.2,23.5,403.5,93.7,1.4,4.8,2.1
2007,Saginaw Bay,23,2,44.22083333,-83.2625,28,"sand, some silt ",1,589.25,65.16,49.69,0,14.16,0,0,0,0.6,6067.2,0.5,2.5,91.5,92.6,0,0,1.2,0,0.2,6,0,2411.5,1.8,2077.6,0.6,0.1,9.7,2079.9,0,0.6,24206.7,0.2,1.8,9,5.5,12.8,10,13.4,0,0.1,0.9,5,0.3,0.1,8.5,0,293.8,20.6,0.2,10.7,0.2,23.5,403.5,93.7,1.4,4.8,2.1
2007,Saginaw Bay,23,3,44.22083333,-83.2625,28,"sand, some silt ",3,449.14,0,18.85,0,36.58,0,0,0,0.6,6067.2,0.5,2.5,91.5,92.6,0,0,1.2,0,0.2,6,0,2411.5,1.8,2077.6,0.6,0.1,9.7,2079.9,0,0.6,24206.7,0.2,1.8,9,5.5,12.8,10,13.4,0,0.1,0.9,5,0.3,0.1,8.5,0,293.8,20.6,0.2,10.7,0.2,23.5,403.5,93.7,1.4,4.8,2.1
2007,Saginaw Bay,23,3,44.22083333,-83.2625,28,"sand, some silt ",2,459.36,0,6.85,0,22.26,0,0,0,0.6,6067.2,0.5,2.5,91.5,92.6,0,0,1.2,0,0.2,6,0,2411.5,1.8,2077.6,0.6,0.1,9.7,2079.9,0,0.6,24206.7,0.2,1.8,9,5.5,12.8,10,13.4,0,0.1,0.9,5,0.3,0.1,8.5,0,293.8,20.6,0.2,10.7,0.2,23.5,403.5,93.7,1.4,4.8,2.1
2007,Saginaw Bay,23,3,44.22083333,-83.2625,28,"sand, some silt ",1,702.51,15.04,6.85,0,8.09,0,0,0,0.6,6067.2,0.5,2.5,91.5,92.6,0,0,1.2,0,0.2,6,0,2411.5,1.8,2077.6,0.6,0.1,9.7,2079.9,0,0.6,24206.7,0.2,1.8,9,5.5,12.8,10,13.4,0,0.1,0.9,5,0.3,0.1,8.5,0,293.8,20.6,0.2,10.7,0.2,23.5,403.5,93.7,1.4,4.8,2.1
2007,Saginaw Bay,24,1,44.00133333,-83.28333333,12.5,silty sand ,1,1.78,70.94,0,0,0,0,0,0,0.9,6121.1,1.1,4.7,84.8,83.1,0.1,0,1.2,0,0.5,5.9,0,2427.7,2.5,2176.7,1.3,0.2,28.5,2070.6,0.1,1.7,24182.7,1.2,5.6,24.7,16.6,31.3,10.4,45.8,0.2,0.1,0.7,5.3,0.8,0.4,8.3,0.1,216.5,24.4,0.3,17.6,0.6,23.6,404.8,77,7.3,15.6,2.9
2007,Saginaw Bay,24,1,44.00133333,-83.28333333,12.5,silty sand ,2,52.13,131.28,0,0,0,0,0,0,0.9,6121.1,1.1,4.7,84.8,83.1,0.1,0,1.2,0,0.5,5.9,0,2427.7,2.5,2176.7,1.3,0.2,28.5,2070.6,0.1,1.7,24182.7,1.2,5.6,24.7,16.6,31.3,10.4,45.8,0.2,0.1,0.7,5.3,0.8,0.4,8.3,0.1,216.5,24.4,0.3,17.6,0.6,23.6,404.8,77,7.3,15.6,2.9
2007,Saginaw Bay,24,1,44.00133333,-83.28333333,12.5,silty sand ,3,347.43,57.6,0,0,0,0,0,0,0.9,6121.1,1.1,4.7,84.8,83.1,0.1,0,1.2,0,0.5,5.9,0,2427.7,2.5,2176.7,1.3,0.2,28.5,2070.6,0.1,1.7,24182.7,1.2,5.6,24.7,16.6,31.3,10.4,45.8,0.2,0.1,0.7,5.3,0.8,0.4,8.3,0.1,216.5,24.4,0.3,17.6,0.6,23.6,404.8,77,7.3,15.6,2.9
2007,Saginaw Bay,24,2,44.00133333,-83.28333333,12.5,silty sand ,1,1.55,58.99,0,0,2.02,0,0,0,0.9,6121.1,1.1,4.7,84.8,83.1,0.1,0,1.2,0,0.5,5.9,0,2427.7,2.5,2176.7,1.3,0.2,28.5,2070.6,0.1,1.7,24182.7,1.2,5.6,24.7,16.6,31.3,10.4,45.8,0.2,0.1,0.7,5.3,0.8,0.4,8.3,0.1,216.5,24.4,0.3,17.6,0.6,23.6,404.8,77,7.3,15.6,2.9
2007,Saginaw Bay,24,2,44.00133333,-83.28333333,12.5,silty sand ,2,10.85,71.14,0,0,0,0,0,0,0.9,6121.1,1.1,4.7,84.8,83.1,0.1,0,1.2,0,0.5,5.9,0,2427.7,2.5,2176.7,1.3,0.2,28.5,2070.6,0.1,1.7,24182.7,1.2,5.6,24.7,16.6,31.3,10.4,45.8,0.2,0.1,0.7,5.3,0.8,0.4,8.3,0.1,216.5,24.4,0.3,17.6,0.6,23.6,404.8,77,7.3,15.6,2.9
2007,Saginaw Bay,24,2,44.00133333,-83.28333333,12.5,silty sand ,3,57.31,26.62,0,0,0,0,0,0,0.9,6121.1,1.1,4.7,84.8,83.1,0.1,0,1.2,0,0.5,5.9,0,2427.7,2.5,2176.7,1.3,0.2,28.5,2070.6,0.1,1.7,24182.7,1.2,5.6,24.7,16.6,31.3,10.4,45.8,0.2,0.1,0.7,5.3,0.8,0.4,8.3,0.1,216.5,24.4,0.3,17.6,0.6,23.6,404.8,77,7.3,15.6,2.9
2007,Saginaw Bay,24,3,44.00133333,-83.28333333,12.5,silty sand ,1,2.43,147.09,0,0,2.02,0,0,0,0.9,6121.1,1.1,4.7,84.8,83.1,0.1,0,1.2,0,0.5,5.9,0,2427.7,2.5,2176.7,1.3,0.2,28.5,2070.6,0.1,1.7,24182.7,1.2,5.6,24.7,16.6,31.3,10.4,45.8,0.2,0.1,0.7,5.3,0.8,0.4,8.3,0.1,216.5,24.4,0.3,17.6,0.6,23.6,404.8,77,7.3,15.6,2.9
2007,Saginaw Bay,24,3,44.00133333,-83.28333333,12.5,silty sand ,2,14.37,174.85,0,0,0,0,0,0,0.9,6121.1,1.1,4.7,84.8,83.1,0.1,0,1.2,0,0.5,5.9,0,2427.7,2.5,2176.7,1.3,0.2,28.5,2070.6,0.1,1.7,24182.7,1.2,5.6,24.7,16.6,31.3,10.4,45.8,0.2,0.1,0.7,5.3,0.8,0.4,8.3,0.1,216.5,24.4,0.3,17.6,0.6,23.6,404.8,77,7.3,15.6,2.9
2007,Saginaw Bay,24,3,44.00133333,-83.28333333,12.5,silty sand ,3,182.54,21.59,0,0,0,0,0,0,0.9,6121.1,1.1,4.7,84.8,83.1,0.1,0,1.2,0,0.5,5.9,0,2427.7,2.5,2176.7,1.3,0.2,28.5,2070.6,0.1,1.7,24182.7,1.2,5.6,24.7,16.6,31.3,10.4,45.8,0.2,0.1,0.7,5.3,0.8,0.4,8.3,0.1,216.5,24.4,0.3,17.6,0.6,23.6,404.8,77,7.3,15.6,2.9
2007,Saginaw Bay,4,1,43.74416667,-83.86783333,6.7,silt ,2,3.61,3414.13,3.43,0,0,0,20.48,0,1.3,6558.1,1.9,8,74.9,69.3,0.1,0,1.1,0.2,0.9,4.8,0.1,2651.6,2.6,2371.9,1.4,0.4,72.6,1806.3,0.2,3.5,25349.5,3.1,12.2,51.9,30.6,66,11.2,61.5,0.6,0.2,1.3,5.7,0.4,1.1,8.6,0.1,157.5,42,0.4,49.2,1.4,23.9,404.7,46.4,16.8,36.7,4.8
2007,Saginaw Bay,4,1,43.74416667,-83.86783333,6.7,silt ,3,489.06,3823.41,83.97,0,0,0,0,0,1.3,6558.1,1.9,8,74.9,69.3,0.1,0,1.1,0.2,0.9,4.8,0.1,2651.6,2.6,2371.9,1.4,0.4,72.6,1806.3,0.2,3.5,25349.5,3.1,12.2,51.9,30.6,66,11.2,61.5,0.6,0.2,1.3,5.7,0.4,1.1,8.6,0.1,157.5,42,0.4,49.2,1.4,23.9,404.7,46.4,16.8,36.7,4.8
2007,Saginaw Bay,4,1,43.74416667,-83.86783333,6.7,silt ,1,818.51,3953.92,35.99,0,4.05,0,0,0,1.3,6558.1,1.9,8,74.9,69.3,0.1,0,1.1,0.2,0.9,4.8,0.1,2651.6,2.6,2371.9,1.4,0.4,72.6,1806.3,0.2,3.5,25349.5,3.1,12.2,51.9,30.6,66,11.2,61.5,0.6,0.2,1.3,5.7,0.4,1.1,8.6,0.1,157.5,42,0.4,49.2,1.4,23.9,404.7,46.4,16.8,36.7,4.8
2007,Saginaw Bay,4,2,43.74416667,-83.86783333,6.7,silt ,2,3.32,2884.18,1.71,0,0,0,0,0,1.3,6558.1,1.9,8,74.9,69.3,0.1,0,1.1,0.2,0.9,4.8,0.1,2651.6,2.6,2371.9,1.4,0.4,72.6,1806.3,0.2,3.5,25349.5,3.1,12.2,51.9,30.6,66,11.2,61.5,0.6,0.2,1.3,5.7,0.4,1.1,8.6,0.1,157.5,42,0.4,49.2,1.4,23.9,404.7,46.4,16.8,36.7,4.8
2007,Saginaw Bay,4,2,43.74416667,-83.86783333,6.7,silt ,1,424.42,3210.75,18.85,0,0,0,0,0,1.3,6558.1,1.9,8,74.9,69.3,0.1,0,1.1,0.2,0.9,4.8,0.1,2651.6,2.6,2371.9,1.4,0.4,72.6,1806.3,0.2,3.5,25349.5,3.1,12.2,51.9,30.6,66,11.2,61.5,0.6,0.2,1.3,5.7,0.4,1.1,8.6,0.1,157.5,42,0.4,49.2,1.4,23.9,404.7,46.4,16.8,36.7,4.8
2007,Saginaw Bay,4,2,43.74416667,-83.86783333,6.7,silt ,3,613.21,2663.06,78.83,0,9.12,0,0,0,1.3,6558.1,1.9,8,74.9,69.3,0.1,0,1.1,0.2,0.9,4.8,0.1,2651.6,2.6,2371.9,1.4,0.4,72.6,1806.3,0.2,3.5,25349.5,3.1,12.2,51.9,30.6,66,11.2,61.5,0.6,0.2,1.3,5.7,0.4,1.1,8.6,0.1,157.5,42,0.4,49.2,1.4,23.9,404.7,46.4,16.8,36.7,4.8
2007,Saginaw Bay,4,3,43.74416667,-83.86783333,6.7,silt ,2,16.3,3683.83,5.14,0,0,0,20.48,0,1.3,6558.1,1.9,8,74.9,69.3,0.1,0,1.1,0.2,0.9,4.8,0.1,2651.6,2.6,2371.9,1.4,0.4,72.6,1806.3,0.2,3.5,25349.5,3.1,12.2,51.9,30.6,66,11.2,61.5,0.6,0.2,1.3,5.7,0.4,1.1,8.6,0.1,157.5,42,0.4,49.2,1.4,23.9,404.7,46.4,16.8,36.7,4.8
2007,Saginaw Bay,4,3,43.74416667,-83.86783333,6.7,silt ,3,419.45,2402.04,41.13,0,0,0,0,0,1.3,6558.1,1.9,8,74.9,69.3,0.1,0,1.1,0.2,0.9,4.8,0.1,2651.6,2.6,2371.9,1.4,0.4,72.6,1806.3,0.2,3.5,25349.5,3.1,12.2,51.9,30.6,66,11.2,61.5,0.6,0.2,1.3,5.7,0.4,1.1,8.6,0.1,157.5,42,0.4,49.2,1.4,23.9,404.7,46.4,16.8,36.7,4.8
